ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
611,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339,0,3339,0.694,2432,48,0.6,0
612,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,22399,1431,20968,1.019,2390,62,0.722,0.064
613,Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue,42,3,1,1,22437,1389,21048,0.917,3283,50,1.273,0.062
614,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881,2005,3876,0.659,1931,56,0.806,0.341
615,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2,2616,1786,830,0.876,5219,63,0.75,0.683
616,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863,2517,346,0.583,1458,39,0.696,0.879
617,Existing Customer,48,F,4,Graduate,Married,$40K - $60K,Silver,43,3,1,0,21163,2517,18646,0.569,1732,35,0.458,0.119
618,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,4,2,1532,1183,349,0.617,4359,78,0.857,0.772
619,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,3,7979,0,7979,0.465,5056,63,0.853,0
620,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516,0.521,1641,35,0.591,0
621,Existing Customer,41,M,2,High School,Married,$120K +,Blue,36,4,3,2,10816,871,9945,0.606,3221,68,0.581,0.081
622,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,28,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0
623,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557,1898,659,0.772,4808,83,0.694,0.742
624,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123,1760,2363,0.869,2447,40,0.429,0.427
625,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196
626,Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,12078,1687,10391,0.482,2384,52,1.167,0.14
627,Existing Customer,45,M,4,College,Unknown,$120K +,Blue,40,3,2,2,11962,1025,10937,0.694,1907,52,0.926,0.086
628,Existing Customer,38,F,1,Post-Graduate,Single,Less than $40K,Blue,33,4,2,1,2256,0,2256,0.713,4587,92,0.878,0
629,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,35,3,1,1,2430,974,1456,0.677,4344,75,0.596,0.401
630,Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,29638,857,28781,0.481,3429,78,0.696,0.029
631,Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,3,3,2373,1480,893,0.631,4228,63,0.658,0.624
632,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47,6,1,3,4058,1349,2709,0.723,4388,72,0.6,0.332
633,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215,1915,300,0.794,1270,27,0.588,0.865
634,Existing Customer,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516,2264,32252,1.975,1330,31,0.722,0.066
635,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229,1054,10175,0.552,1898,36,1.571,0.094
636,Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897,0,14897,0.489,2164,53,0.606,0
637,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,39,2,2,3,9682,1727,7955,0.88,14991,95,0.9,0.178
638,Existing Customer,42,M,4,Graduate,Unknown,$40K - $60K,Silver,37,3,6,2,15871,2086,13785,0.745,1562,43,0.955,0.131
639,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119,1328,1791,0.722,2740,62,0.512,0.426
640,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37,1,3,1,3787,824,2963,0.809,16220,120,0.69,0.218
641,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423,1773,650,0.574,2038,64,0.362,0.732
642,Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,32,3,3,5,32056,1887,30169,0.831,2730,68,0.7,0.059
643,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3,746,692.3,0.913,4415,77,0.878,0.519
644,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2
645,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,3038,1539,1499,0.707,2189,54,0.688,0.507
646,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,37,4,4,2,2835,1860,975,0.571,4569,81,0.884,0.656
647,Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,43,5,3,4,8171,852,7319,0.639,1909,52,0.733,0.104
648,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159,2108,17051,0.69,1813,52,0.576,0.11
649,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1,3,5013,0,5013,0.822,5223,84,0.909,0
650,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516,0,34516,1.203,2115,24,0.263,0
651,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1,3,3074,2390,684,0.421,1377,38,0.583,0.777
652,Existing Customer,42,F,3,Graduate,Married,$40K - $60K,Blue,37,4,3,2,2470,2013,457,0.97,4384,82,1,0.815
653,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207,1650,3557,0.708,1339,20,0.538,0.317
654,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0
655,Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,37,3,3,0,1438.3,0,1438.3,0.72,4154,78,0.814,0
656,Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,43,2,1,1,8086,0,8086,0.792,4775,78,0.66,0
657,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,6,1,3,3428,1566,1862,0.557,1155,34,0.545,0.457
658,Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,3,5,12893,1620,11273,0.576,2300,60,0.463,0.126
659,Attrited Customer,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504,0,1504,0.987,2530,43,0.344,0
660,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111,1541,1570,0.656,4570,68,0.511,0.495
661,Existing Customer,42,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,3,4,19366,1592,17774,0.679,3627,66,1,0.082
662,Existing Customer,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37,1,1,3,32106,0,32106,0.678,4452,83,0.729,0
663,Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670,0,1670,0.707,2790,37,0.321,0
664,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293,0,9293,0.897,2314,59,1.034,0
665,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,1568,0.611,2812,59,0.788,0
666,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620,0.921,1439,48,1,0.087
667,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516,0,34516,0.671,1626,28,0.4,0
668,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,36,3,3,2,16268,817,15451,0.64,13969,120,0.69,0.05
669,Existing Customer,48,M,2,Unknown,Unknown,$40K - $60K,Blue,43,5,2,2,1761,1249,512,0.936,4410,73,0.622,0.709
670,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842,625,1217,0.729,2650,43,0.483,0.339
671,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,706,3756,0.886,2526,41,0.414,0.158
672,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,1,1,1,11358,1425,9933,0.611,14327,92,0.673,0.125
673,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736
674,Attrited Customer,47,F,3,High School,Married,Unknown,Silver,31,3,3,2,34516,2517,31999,0.618,2691,42,0.5,0.073
675,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,38,2,1,2,3220,0,3220,0.782,13339,90,0.698,0
676,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3,0,1438.3,0.707,4733,89,0.816,0
677,Existing Customer,38,F,0,Graduate,Single,Less than $40K,Blue,32,6,3,3,1755,750,1005,0.659,5000,79,0.837,0.427
678,Attrited Customer,39,F,2,High School,Single,Unknown,Blue,34,3,3,1,2069,550,1519,0.783,2716,43,0.433,0.266
679,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785,1174,14611,0.732,8097,105,0.842,0.074
680,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521,0,1521,0.791,4880,79,0.549,0
681,Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,2,3881,0,3881,0.601,4177,66,0.737,0
682,Existing Customer,46,M,4,College,Single,$60K - $80K,Blue,41,3,1,1,17673,1783,15890,1.003,3160,59,1.36,0.101
683,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,33,6,2,2,34516,2135,32381,0.488,3514,63,0.703,0.062
684,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0
685,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,37,3,3,3,5951,0,5951,0.742,4160,84,0.867,0
686,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219,1503,23716,0.944,4429,87,0.642,0.06
687,Existing Customer,44,F,1,High School,Single,Unknown,Blue,39,4,3,2,2021,1182,839,0.794,4209,77,0.833,0.585
688,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,2,0,21526,2332,19194,0.755,1313,37,0.609,0.108
689,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,4,2,2,8128,1846,6282,0.857,1224,32,0.778,0.227
690,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,26,3,1,1,3540,1173,2367,1.106,1912,45,0.667,0.331
691,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42,1,1,3,7299,0,7299,0.806,4678,83,0.729,0
692,Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,2,18224,1383,16841,0.705,7728,93,0.576,0.076
693,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1779,840,1.259,1450,37,0.947,0.679
694,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Gold,38,2,2,1,15987,1372,14615,0.649,15058,109,0.912,0.086
695,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275,1219,1056,0.639,4807,72,0.6,0.536
696,Existing Customer,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517,1336,1181,0.755,5211,83,0.804,0.531
697,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,55,4,1,0,2346,2150,196,0.666,4592,90,0.8,0.916
698,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511,0,3511,0.758,5238,82,0.708,0
699,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452,540,4912,0.539,4220,66,0.737,0.099
700,Existing Customer,48,F,4,Unknown,Married,Less than $40K,Blue,43,1,1,0,2089,1262,827,0.886,5069,76,1.111,0.604
701,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693,1378,7315,0.799,1594,45,0.452,0.159
702,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,5,2,1438.3,859,579.3,0.808,4409,72,0.674,0.597
703,Existing Customer,61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,3,4,1438.3,0,1438.3,0.589,1448,31,0.292,0
704,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,3,6,2471,0,2471,0.722,2519,35,0.522,0
705,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271,1406,28865,1.336,3231,47,0.306,0.046
706,Existing Customer,42,F,5,Graduate,Unknown,Less than $40K,Blue,37,2,3,2,6250,1835,4415,0.644,4042,60,0.714,0.294
707,Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,49,5,3,2,5476,2517,2959,0.967,1532,44,0.692,0.46
708,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3,3,13189,1205,11984,0.708,3821,83,0.66,0.091
709,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170,0.529,4109,71,0.614,0.051
710,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029,606,9423,0.727,2192,58,0.657,0.06
711,Attrited Customer,50,M,2,Doctorate,Married,$120K +,Silver,45,6,3,3,34516,0,34516,0.771,2573,55,0.719,0
712,Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,3,3,4540,2517,2023,0.89,4804,66,0.737,0.554
713,Existing Customer,48,M,3,Unknown,Married,$120K +,Blue,43,5,3,0,6626,1558,5068,1.02,2838,49,1.333,0.235
714,Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,38,6,2,3,20348,1732,18616,0.674,1624,27,0.688,0.085
715,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564,2379,185,0.358,1343,35,0.296,0.928
716,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,56,5,3,2,4235,1675,2560,1.079,3862,76,0.949,0.396
717,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0
718,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,41,4,1,1,1489,949,540,0.65,4669,94,0.741,0.637
719,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,20,6,2,3,1438.3,495,943.3,1.062,2546,40,0.333,0.344
720,Existing Customer,45,M,5,Graduate,Married,$80K - $120K,Blue,40,1,2,0,29227,1151,28076,0.73,8420,100,0.852,0.039
721,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0
722,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,3,3,2665,2157,508,0.637,4249,76,1.235,0.809
723,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46,1,3,1,11765,1429,10336,0.817,8914,99,0.768,0.121
724,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818,0,1818,0.651,2054,55,0.774,0
725,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,5,3,4,12291,2289,10002,0.685,1683,50,0.471,0.186
726,Existing Customer,49,M,3,Uneducated,Single,Less than $40K,Blue,44,2,3,2,7659,1698,5961,0.992,15860,105,0.75,0.222
727,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362,0,11362,0.668,3197,61,0.564,0
728,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584,1817,4767,0.62,1353,35,0.667,0.276
729,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,34,1,3,3,3246,2517,729,0.722,13671,103,0.689,0.775
730,Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,42,1,2,3,3669,2517,1152,0.83,13931,112,0.836,0.686
731,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,8013,2025,5988,0.789,1481,45,0.452,0.253
732,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,3,1791,0,1791,0.735,2771,36,0.5,0
733,Existing Customer,41,F,2,College,Married,$40K - $60K,Blue,36,6,2,3,6602,0,6602,0.743,4479,82,0.822,0
734,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,46,3,3,3,2429,1250,1179,0.983,4761,99,0.707,0.515
735,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,3,3,11114,2482,8632,1.08,5044,81,0.688,0.223
736,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856,671,9185,0.662,5408,83,0.729,0.068
737,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,44,6,2,2,13884,1204,12680,0.575,4650,70,0.556,0.087
738,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317,0,5317,0.699,2003,29,0.318,0
739,Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,42,1,2,1,1778,822,956,0.68,4189,80,0.667,0.462
740,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,0.699,2229,40,0.6,0
741,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096,0,21096,0.637,1882,39,0.345,0
742,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397,2007,2390,0.892,2473,47,1.136,0.456
743,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,1,2865,1176,1689,0.665,3462,61,0.906,0.41
744,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46,2,3,3,34516,1279,33237,1.02,4615,49,0.581,0.037
745,Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104,145,8959,0.765,2563,34,0.417,0.016
746,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,3,2,4,6355,0,6355,0.711,4009,74,0.947,0
747,Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,31,4,3,4,34516,1491,33025,0.93,2243,60,0.935,0.043
748,Existing Customer,27,M,0,Post-Graduate,Single,Unknown,Blue,22,5,2,2,7130,873,6257,0.53,2498,37,0.321,0.122
749,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473
750,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437,1020,19417,0.563,4166,66,0.737,0.05
751,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211
752,Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,2319,1630,689,0.846,3739,68,0.659,0.703
753,Existing Customer,56,F,0,Post-Graduate,Married,Less than $40K,Blue,51,4,2,3,3617,878,2739,0.777,5416,76,0.9,0.243
754,Existing Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,44,3,1,5,15027,0,15027,0.811,3533,59,0.788,0
755,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,20,6,3,2,2590,1748,842,0.626,2804,52,0.486,0.675
756,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,51,5,1,1,3334,1272,2062,1.12,4284,73,0.587,0.382
757,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,1,1,3,2876,1628,1248,0.631,4752,80,0.739,0.566
758,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938,1412,13526,0.677,1930,36,0.636,0.095
759,Existing Customer,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576,0,17576,0.667,3494,67,0.718,0
760,Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,53,3,0,2,1944,0,1944,0.613,2412,40,0.481,0
761,Existing Customer,34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,3,2937,869,2068,1.493,2171,45,0.875,0.296
762,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516,2274,32242,0.788,1795,47,0.679,0.066
763,Existing Customer,31,F,0,Graduate,Divorced,Unknown,Blue,26,3,3,3,1469,0,1469,0.915,4331,89,0.935,0
764,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783,2517,2266,1.024,2870,50,1.174,0.526
765,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,44,2,1,1,8284,797,7487,0.824,13092,102,0.569,0.096
766,Existing Customer,30,F,0,High School,Single,Unknown,Blue,25,4,1,2,12917,1157,11760,0.668,4108,82,0.745,0.09
767,Existing Customer,48,M,3,High School,Unknown,$40K - $60K,Blue,43,2,2,3,1753,1434,319,0.805,4588,77,1.026,0.818
768,Attrited Customer,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,3,4,3,20178,1553,18625,0.324,1735,44,0.375,0.077
769,Existing Customer,32,F,2,Graduate,Divorced,Unknown,Silver,27,2,3,1,33779,1526,32253,0.879,15200,126,0.8,0.045
770,Attrited Customer,38,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,1,4047,0,4047,0.648,2134,34,0.478,0
771,Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,41,5,2,3,1438.3,0,1438.3,0.691,3942,78,1.229,0
772,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,5,3,3,2036,1716,320,0.69,4161,75,0.744,0.843
773,Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617,1347,270,0.73,2546,55,0.719,0.833
774,Existing Customer,38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117,1226,18891,1.4,2906,58,1,0.061
775,Existing Customer,45,M,2,Unknown,Married,$120K +,Blue,40,4,4,4,16476,1374,15102,0.459,4717,71,0.69,0.083
776,Existing Customer,27,F,1,Post-Graduate,Single,Less than $40K,Blue,22,4,1,3,2965,1635,1330,0.7,2553,59,0.553,0.551
777,Existing Customer,44,F,4,Unknown,Married,Less than $40K,Blue,39,1,1,1,2771,1779,992,0.841,8268,73,0.698,0.642
778,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,43,3,2,4,9559,1514,8045,0.716,4064,70,0.556,0.158
779,Existing Customer,41,F,2,High School,Single,$40K - $60K,Blue,36,4,5,3,1561,1169,392,0.573,4391,67,0.595,0.749
780,Existing Customer,47,F,4,High School,Unknown,Unknown,Blue,42,3,3,2,16998,1404,15594,0.785,13977,127,0.693,0.083
781,Existing Customer,44,M,3,Uneducated,Married,$80K - $120K,Silver,39,5,2,2,34516,1461,33055,0.646,3416,70,0.707,0.042
782,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,53,5,2,5,1438.3,0,1438.3,0.425,1539,40,0.6,0
783,Existing Customer,38,F,2,College,Married,Less than $40K,Blue,33,1,3,2,3420,1405,2015,0.843,4267,75,0.596,0.411
784,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,42,6,0,0,4785,1362,3423,0.739,1045,38,0.9,0.285
785,Existing Customer,36,F,3,High School,Single,Less than $40K,Blue,31,4,2,3,2909,2085,824,1.035,5154,80,0.86,0.717
786,Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544,1713,831,0.696,8006,88,0.571,0.673
787,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,3,3,13397,0,13397,0.814,5049,75,0.63,0
788,Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,46,1,3,3,13623,1432,12191,0.594,4534,83,0.886,0.105
789,Attrited Customer,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184,0,13184,1.166,2047,33,0.179,0
790,Existing Customer,52,F,4,High School,Single,Unknown,Blue,47,6,2,3,7469,2338,5131,0.441,1212,33,0.32,0.313
791,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,7030,994,6036,0.725,3211,69,0.725,0.141
792,Attrited Customer,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217
793,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,52,6,3,2,1441,0,1441,1.364,2742,58,0.758,0
794,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267,0,2267,0.875,4544,84,0.75,0
795,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,49,5,1,2,11905,0,11905,0.881,4022,65,1.167,0
796,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516,0,34516,0.928,3660,59,1.107,0
797,Existing Customer,52,M,3,College,Unknown,$120K +,Blue,47,5,6,3,5119,1972,3147,0.835,5146,88,0.956,0.385
798,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780,893,887,0.609,4630,73,0.587,0.502
799,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071,2044,1027,0.91,4433,68,0.659,0.666
800,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Gold,34,3,3,2,34516,542,33974,0.866,3899,78,0.857,0.016
801,Existing Customer,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,20979,1800,19179,0.906,1178,27,0.929,0.086
802,Existing Customer,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3193,2517,676,1.831,1336,30,1.143,0.788
803,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791,2396,395,0.889,2658,43,0.344,0.858
804,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,2,5951,2517,3434,0.787,4554,83,0.694,0.423
805,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086,2207,8879,0.869,1523,40,1.105,0.199
806,Existing Customer,54,F,2,College,Single,$40K - $60K,Blue,49,4,3,3,8769,1314,7455,0.477,3817,60,0.818,0.15
807,Attrited Customer,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629,2517,4112,0.932,2599,50,0.562,0.38
808,Existing Customer,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311,1830,481,1.289,1701,33,1.357,0.792
809,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,1,3,34516,925,33591,0.771,7755,84,0.68,0.027
810,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,40,2,1,3,4010,2517,1493,0.71,14354,101,0.629,0.628
811,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4,0,1438.3,0,1438.3,0.635,4735,87,0.673,0
812,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,6,4,2,13984,632,13352,0.702,4727,83,0.66,0.045
813,Existing Customer,33,M,1,High School,Divorced,$40K - $60K,Blue,28,6,1,3,2507,1592,915,0.691,4355,79,0.837,0.635
814,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018,134,7884,0.717,2409,38,0.31,0.017
